id,global_id,name,ward_code,number_of_students,number_of_teachers,sub_type,management,education_type,category,timestamp,lga_name,lga_code,state_code,state_name,longitude,latitude
883515,809f0c1b-8216-4e0e-b36b-953aa02af9c8,Kushe Kushe Primary School,11109,,,Primary,Unknown,Formal,Primary,2020-12-11T13:15:52Z,Gwoza,111,BR,Borno,13.892206214946794,11.224335845585143
883516,c0f38b3a-39ad-4463-8174-6926243aa815,Kwatara Primary School,11110,,,Primary,Unknown,Formal,Primary,2020-12-11T13:17:05Z,Gwoza,111,BR,Borno,13.699972743670248,11.015227906117078
883517,772e1da1-501a-420e-b8c9-3e7627262631,Lakwa Dissa Primary School,11107,,,Primary,Unknown,Formal,Primary,2020-12-11T13:17:05Z,Gwoza,111,BR,Borno,13.560708600372388,11.112257928351072
883518,a1fd8d0f-89b8-437f-a826-e6a5f5cf8bee,Ledede Primary School,11109,,,Primary,Unknown,Formal,Primary,2020-12-11T13:26:10Z,Gwoza,111,BR,Borno,13.977690313776666,11.292408275478724
883519,140b4f16-55b5-4c4b-8df6-4dc6d38afe28,Liman Kara Primary School,11107,,,Primary,Unknown,Formal,Primary,2020-12-11T13:41:00Z,Gwoza,111,BR,Borno,13.665111702287284,10.967855845585138
883520,2f54a079-19a7-458b-a61d-ffcfc5834146,Majoni Kamba Primary School,11112,,,Primary,Unknown,Formal,Primary,2020-12-11T13:41:46Z,Gwoza,111,BR,Borno,13.80062274367024,11.22773515132984
883521,deee7b73-b4d2-416b-ac09-c96d18dd1713,Modube Primary School,11102,,,Primary,Unknown,Formal,Primary,2020-12-11T13:45:26Z,Gwoza,111,BR,Borno,13.340779294627689,11.24288547622349
883522,61db649e-17ea-43a1-8e20-e1d09977ae29,Modube Fulani Primary School,11102,,,Primary,Unknown,Formal,Primary,2020-12-11T13:45:26Z,Gwoza,111,BR,Borno,13.360633393457569,11.096625867819132
883523,77cae5d7-cc81-4a82-b4bd-3e785ed21e56,Ndabah Juwe Primary School,11109,,,Primary,Unknown,Formal,Primary,2020-12-11T13:46:19Z,Gwoza,111,BR,Borno,13.94118758122342,11.238184804202172
883524,175188ed-95dc-4b58-9089-086f7f4226be,Ndabah Kura Primary School,11109,,,Primary,Unknown,Formal,Primary,2020-12-11T13:46:19Z,Gwoza,111,BR,Borno,13.959818991968032,11.25954772824512
883525,1e5d8515-44bc-414b-b587-f55fd00bb57d,Ndume Zalidau Primary School,11107,,,Primary,Unknown,Formal,Primary,2020-12-11T13:46:19Z,Gwoza,111,BR,Borno,13.645348611489387,11.033759305744688
